"","mid","sec","s","r"
"4960",39058,45390600,106,137
"4961",39058,45390600,106,41
"4962",39058,45390600,106,76
"4963",39058,45390600,106,53
"4964",103867,45443760,140,89
"4965",180845,45444900,126,140
"4966",109362,45450420,89,140
"4967",219126,45450480,91,119
"4968",219126,45450480,91,54
"4969",219125,45450600,98,119
"4970",163012,45451560,99,53
"4971",103866,45453660,140,89
"4972",109360,45453780,89,140
"4973",103863,45458400,140,138
"4974",103863,45458400,140,138
"4975",39060,45458760,106,111
"4976",242195,45462960,29,130
"4977",242195,45462960,29,23
"4978",242195,45462960,29,133
"4979",242195,45462960,29,130
"4980",242195,45462960,29,23
"4981",242195,45462960,29,133
"4982",35170,45464400,98,119
"4983",219119,45465600,98,91
"4984",219119,45465600,98,91
"4985",276297,45471900,128,114
"4986",237170,45480060,44,95
"4987",212177,45483180,54,98
"4988",369092,45491700,125,56
"4989",103854,45527040,140,132
"4990",103854,45527040,140,92
"4991",10888,45531600,140,126
"4992",10888,45531600,140,13
"4993",10888,45531600,140,138
"4994",10888,45531600,140,134
"4995",103852,45531600,140,126
"4996",103852,45531600,140,13
"4997",103852,45531600,140,138
"4998",103852,45531600,140,134
"4999",185873,45531600,140,126
"5000",185873,45531600,140,13
"5001",185873,45531600,140,138
"5002",185873,45531600,140,134
"5003",114716,45532080,139,111
"5004",103851,45533160,140,126
"5005",185874,45533160,140,126
"5006",212171,45535680,54,54
"5007",180839,45538080,126,64
"5008",103843,45539640,140,126
"5009",185877,45539640,140,126
"5010",103842,45539820,140,132
"5011",103842,45539820,140,92
"5012",242192,45543960,29,130
"5013",242192,45543960,29,139
"5014",242192,45543960,29,142
"5015",242192,45543960,29,139
"5016",242192,45543960,29,142
"5017",212168,45550140,54,98
"5018",242191,45550800,29,80
"5019",242191,45550800,29,80
"5020",142832,45555300,75,75
"5021",142832,45555300,75,75
"5022",237166,45555360,44,95
"5023",212167,45556260,54,98
"5024",35164,45556380,98,18
"5025",35164,45556380,98,119
"5026",35164,45556380,98,19
"5027",35164,45556380,98,117
"5028",219100,45556380,98,18
"5029",219100,45556380,98,119
"5030",219100,45556380,98,19
"5031",219100,45556380,98,117
"5032",86683,45611340,96,96
"5033",86683,45611340,96,96
"5034",180837,45622020,126,134
"5035",237165,45624420,44,95
"5036",128318,45624540,54,117
"5037",128318,45624540,54,98
"5038",109325,45625680,126,140
"5039",109325,45625680,126,140
"5040",180835,45625680,126,140
"5041",180835,45625680,126,140
"5042",103834,45626340,140,126
"5043",103834,45626340,140,126
"5044",109322,45627420,126,140
"5045",212145,45633240,54,117
"5046",212145,45633240,54,54
"5047",260861,45633360,74,74
"5048",212142,45633540,54,119
"5049",212142,45633540,54,98
"5050",103832,45633960,140,126
"5051",103830,45636120,140,126
"5052",103830,45636120,140,13
"5053",103830,45636120,140,138
"5054",103830,45636120,140,134
"5055",103829,45637080,140,138
"5056",103829,45637080,140,134
"5057",219073,45637560,98,117
"5058",248155,45639780,132,22
"5059",185887,45640980,134,126
"5060",212138,45641220,54,119
"5061",212138,45641220,54,117
"5062",212138,45641220,54,98
"5063",219071,45641460,98,119
"5064",114718,45647160,139,32
"5065",95718,45824160,64,4
"5066",95723,45872100,64,107
"5067",180831,45874680,126,134
"5068",384477,45874740,35,99
"5069",180829,45875640,126,134
"5070",180829,45875640,126,134
"5071",185889,45875820,134,126
"5072",219057,45876180,98,119
"5073",10870,45876780,126,134
"5074",10870,45876780,126,134
"5075",180828,45876780,126,134
"5076",180828,45876780,126,134
"5077",180826,45878940,126,134
"5078",142799,45880080,75,75
"5079",142799,45880080,75,75
"5080",163006,45882660,99,146
"5081",163006,45882660,99,53
"5082",163006,45882660,99,35
"5083",103823,45883980,140,138
"5084",103823,45883980,140,126
"5085",369978,45884280,89,4
"5086",369978,45884280,89,125
"5087",369978,45884280,89,4
"5088",369978,45884280,89,125
"5089",237162,45885540,44,95
"5090",185892,45885900,134,126
"5091",326901,45888300,98,119
"5092",237161,45892080,44,95
"5093",237161,45892080,44,95
"5094",103822,45892500,140,132
"5095",103822,45892500,140,92
"5096",276302,45895800,128,65
"5097",276302,45895800,128,65
"5098",237158,45903180,44,95
"5099",237158,45903180,44,95
"5100",281972,45961380,32,38
"5101",281972,45961380,32,139
"5102",239826,45966360,143,95
"5103",239826,45966360,143,44
"5104",163000,45968760,99,35
"5105",163000,45968760,99,53
"5106",163000,45968760,99,139
"5107",163000,45968760,99,73
"5108",163000,45968760,99,35
"5109",163000,45968760,99,53
"5110",163000,45968760,99,139
"5111",163000,45968760,99,73
"5112",338796,45970020,17,71
"5113",219030,45973200,98,54
"5114",219030,45973200,98,54
"5115",109289,45974880,126,140
"5116",180819,45974880,126,140
"5117",103814,45974940,140,89
"5118",103814,45974940,140,4
"5119",212125,45977100,54,139
"5120",212125,45977100,54,135
"5121",242184,45978120,29,139
"5122",114727,45978480,139,139
"5123",219025,45979500,91,54
"5124",219025,45979500,91,98
"5125",219025,45979500,91,98
"5126",212119,45982140,54,98
"5127",185907,45983700,13,126
"5128",248865,45983700,13,126
"5129",103811,45983880,140,126
"5130",103811,45983880,140,13
"5131",103811,45983880,140,138
"5132",103811,45983880,140,134
"5133",242182,45984420,29,78
"5134",247543,45984900,22,132
"5135",212114,45991800,54,91
"5136",103805,45992040,140,132
"5137",95728,45992160,64,4
"5138",212111,45994440,54,54
"5139",212111,45994440,54,98
"5140",120320,45999120,54,117
"5141",120320,45999120,54,117
"5142",212109,45999120,54,117
"5143",212109,45999120,54,117
"5144",45529,46002480,80,80
"5145",45529,46002480,80,80
"5146",95734,46044420,64,107
"5147",109269,46047840,126,140
"5148",109269,46047840,126,140
"5149",180814,46047840,126,140
"5150",180814,46047840,126,140
"5151",36005,46053960,103,103
"5152",36005,46053960,103,103
"5153",10844,46058880,126,140
"5154",109259,46058880,126,140
"5155",180810,46058880,126,140
"5156",180808,46059300,126,134
"5157",180808,46059300,126,134
"5158",212101,46061580,54,98
"5159",114730,46062540,139,111
"5160",276311,46063740,128,3
"5161",276311,46063740,128,127
"5162",276312,46063920,128,3
"5163",276312,46063920,128,127
"5164",276312,46063920,128,10
"5165",180804,46068360,126,138
"5166",180804,46068360,126,138
"5167",239813,46069020,95,44
"5168",197234,46069380,85,29
"5169",197234,46069380,85,78
"5170",197234,46069380,85,104
"5171",197234,46069380,85,135
"5172",197234,46069380,85,139
"5173",197234,46069380,85,135
"5174",197234,46069380,85,139
"5175",239812,46070280,95,44
"5176",35158,46075740,98,119
"5177",218997,46075740,98,119
"5178",103786,46081680,140,132
"5179",103786,46081680,140,92
"5180",212096,46133100,54,91
"5181",103783,46134240,140,132
"5182",103783,46134240,140,92
"5183",338801,46136580,17,128
"5184",338801,46136580,17,128
"5185",103780,46138440,140,89
"5186",103780,46138440,140,4
"5187",247540,46138740,22,132
"5188",218988,46139280,139,54
"5189",239806,46141440,95,44
"5190",239806,46141440,95,44
"5191",218975,46142820,91,54
"5192",218975,46142820,91,98
"5193",237151,46145160,44,95
"5194",237151,46145160,44,95
"5195",218968,46151700,98,54
"5196",218968,46151700,98,98
"5197",218968,46151700,98,54
"5198",218968,46151700,98,98
"5199",180798,46151880,126,134
"5200",180798,46151880,126,138
"5201",180798,46151880,126,134
"5202",180798,46151880,126,138
"5203",114732,46154280,139,32
"5204",180796,46159620,126,134
"5205",103767,46160160,140,89
"5206",103767,46160160,140,4
"5207",338808,46163280,17,3
"5208",338808,46163280,17,128
"5209",218957,46163400,98,54
"5210",218957,46163400,98,98
"5211",10839,46164060,126,13
"5212",10839,46164060,126,138
"5213",10839,46164060,126,140
"5214",10839,46164060,126,134
"5215",180793,46164060,126,13
"5216",180793,46164060,126,138
"5217",180793,46164060,126,140
"5218",180793,46164060,126,134
"5219",54698,46164240,34,13
"5220",86688,46219740,96,96
"5221",180792,46220880,126,134
"5222",180792,46220880,126,138
"5223",197227,46224420,104,135
"5224",197227,46224420,104,78
"5225",197227,46224420,104,85
"5226",197226,46227300,104,78
"5227",197226,46227300,104,78
"5228",119489,46227660,98,117
"5229",119489,46227660,98,54
"5230",119489,46227660,98,117
"5231",119489,46227660,98,54
"5232",218928,46227660,98,117
"5233",218928,46227660,98,54
"5234",218928,46227660,98,117
"5235",218928,46227660,98,54
"5236",188527,46228440,147,122
"5237",248437,46229580,25,132
"5238",248437,46229580,25,22
"5239",185949,46230780,134,126
"5240",119508,46235160,98,117
"5241",119508,46235160,98,54
"5242",119508,46235160,98,117
"5243",119508,46235160,98,54
"5244",218926,46235160,98,117
"5245",218926,46235160,98,54
"5246",218926,46235160,98,117
"5247",218926,46235160,98,54
"5248",114733,46237860,139,111
"5249",114734,46239000,139,111
"5250",109190,46239960,134,51
"5251",109190,46239960,134,126
"5252",109190,46239960,134,13
"5253",109190,46239960,134,138
"5254",109190,46239960,134,140
"5255",237147,46240740,44,95
"5256",237147,46240740,44,95
"5257",239800,46242780,95,44
"5258",239800,46242780,95,44
"5259",270735,46244100,3,116
"5260",35155,46246320,98,117
"5261",35155,46246320,98,119
"5262",218920,46246320,98,117
"5263",218920,46246320,98,119
"5264",103758,46247460,140,126
"5265",103758,46247460,140,13
"5266",103758,46247460,140,138
"5267",103758,46247460,140,134
"5268",103757,46252380,140,132
"5269",103757,46252380,140,92
"5270",109183,46252680,134,51
"5271",109183,46252680,134,126
"5272",109183,46252680,134,13
"5273",109183,46252680,134,138
"5274",109183,46252680,134,140
"5275",218909,46354860,117,54
"5276",142688,46474440,75,75
"5277",142688,46474440,75,75
"5278",114737,46481460,139,111
"5279",237144,46482600,44,95
"5280",247537,46482840,22,132
"5281",103756,46483560,140,92
"5282",384491,46483800,35,99
"5283",109172,46484820,134,51
"5284",109172,46484820,134,126
"5285",109172,46484820,134,13
"5286",109172,46484820,134,138
"5287",109172,46484820,134,140
"5288",18215,46485600,126,13
"5289",18215,46485600,126,138
"5290",18215,46485600,126,140
"5291",18215,46485600,126,134
"5292",109171,46485600,126,13
"5293",109171,46485600,126,138
"5294",109171,46485600,126,140
"5295",109171,46485600,126,134
"5296",180776,46485600,126,13
"5297",180776,46485600,126,138
"5298",180776,46485600,126,140
"5299",180776,46485600,126,134
"5300",237143,46486380,44,95
"5301",237143,46486380,44,95
"5302",248863,46487100,13,34
"5303",185968,46487340,13,126
"5304",248862,46487340,13,126
"5305",384495,46487700,35,99
"5306",197716,46497540,104,80
"5307",109166,46499880,132,140
"5308",248860,46501920,13,34
"5309",54683,46504380,34,13
"5310",103750,46505640,140,134
"5311",242172,46506480,29,139
"5312",242172,46506480,29,23
"5313",242172,46506480,29,23
"5314",189434,46564320,23,122
"5315",384501,46564440,35,99
"5316",114741,46564800,139,111
"5317",384502,46565640,35,99
"5318",384503,46565880,35,99
"5319",103743,46568640,140,92
"5320",242171,46570140,29,130
"5321",242171,46570140,29,139
"5322",242171,46570140,29,139
"5323",197222,46570680,85,78
"5324",197222,46570680,85,104
"5325",197222,46570680,85,139
"5326",197222,46570680,85,135
"5327",197222,46570680,85,24
"5328",247533,46570800,22,25
"5329",247533,46570800,22,132
"5330",384508,46573740,35,99
"5331",246155,46576980,25,22
"5332",248858,46578660,13,34
"5333",109147,46580160,126,13
"5334",109147,46580160,126,138
"5335",109147,46580160,126,140
"5336",109147,46580160,126,134
"5337",180765,46580160,126,13
"5338",180765,46580160,126,138
"5339",180765,46580160,126,140
"5340",180765,46580160,126,134
"5341",103739,46580220,140,126
"5342",103739,46580220,140,13
"5343",103739,46580220,140,138
"5344",103739,46580220,140,134
"5345",85195,46583340,146,106
"5346",85195,46583340,146,106
"5347",247532,46583880,22,25
"5348",261001,46585200,91,91
"5349",261001,46585200,91,119
"5350",261001,46585200,91,110
"5351",261001,46585200,91,129
"5352",261001,46585200,91,86
"5353",261001,46585200,91,93
"5354",261001,46585200,91,98
"5355",261001,46585200,91,100
"5356",261001,46585200,91,115
"5357",261001,46585200,91,19
"5358",261001,46585200,91,48
"5359",261001,46585200,91,26
"5360",261001,46585200,91,12
"5361",261001,46585200,91,42
"5362",261001,46585200,91,18
"5363",261001,46585200,91,108
"5364",261001,46585200,91,74
"5365",261001,46585200,91,81
"5366",261001,46585200,91,9
"5367",109143,46591920,92,140
"5368",109143,46591920,92,138
"5369",109143,46591920,92,134
"5370",103737,46592100,140,92
"5371",103737,46592100,140,138
"5372",103737,46592100,140,134
"5373",103737,46592100,140,138
"5374",103737,46592100,140,134
"5375",239782,46594680,66,44
"5376",212072,46596780,54,117
"5377",103733,46596900,140,4
"5378",103733,46596900,140,4
"5379",162938,46649820,99,99
"5380",162938,46649820,99,99
"5381",18213,46652280,134,138
"5382",18213,46652280,134,140
"5383",18213,46652280,134,126
"5384",109135,46652280,134,138
"5385",109135,46652280,134,140
"5386",109135,46652280,134,126
"5387",109134,46653840,126,140
"5388",180757,46653840,126,140
"5389",95746,46659000,64,4
"5390",246145,46661700,25,132
"5391",212070,46662480,54,117
"5392",54675,46664820,34,117
"5393",54675,46664820,34,117
"5394",212069,46669800,54,117
"5395",212069,46669800,54,98
"5396",114744,46669980,139,111
"5397",218820,46671180,98,54
"5398",198236,46671840,80,104
"5399",198236,46671840,80,85
"5400",103724,46673520,140,126
"5401",103724,46673520,140,126
"5402",185987,46673520,140,126
"5403",185987,46673520,140,126
"5404",212067,46675980,54,98
"5405",212067,46675980,54,117
"5406",212067,46675980,54,98
"5407",212067,46675980,54,117
"5408",109127,46677480,134,51
"5409",109127,46677480,134,126
"5410",109127,46677480,134,13
"5411",109127,46677480,134,138
"5412",109127,46677480,134,140
"5413",212059,46684440,54,91
"5414",212059,46684440,54,91
"5415",212052,46694400,54,76
"5416",218791,46735980,91,98
"5417",218791,46735980,91,54
"5418",281971,46736760,32,38
"5419",281971,46736760,32,139
"5420",338832,46736820,17,128
"5421",109108,46743840,134,51
"5422",109108,46743840,134,126
"5423",109108,46743840,134,13
"5424",109108,46743840,134,138
"5425",109108,46743840,134,140
"5426",384518,46744440,35,99
"5427",114746,46746120,139,32
"5428",103710,46754880,140,138
"5429",103710,46754880,140,134
"5430",218787,46755360,98,54
"5431",270737,46756380,3,116
"5432",197213,46757460,80,85
"5433",197213,46757460,80,78
"5434",197213,46757460,80,104
"5435",281828,46760460,38,32
"5436",103706,46761600,140,89
"5437",103706,46761600,140,4
"5438",114748,46764600,139,111
"5439",218779,46767240,98,54
"5440",218779,46767240,98,54
"5441",239754,46768500,95,44
"5442",180743,46770840,126,13
"5443",218769,46773300,98,119
"5444",218769,46773300,98,54
"5445",218769,46773300,98,117
"5446",237129,46773300,44,95
"5447",180742,46775160,126,134
"5448",180742,46775160,126,134
"5449",242164,46825440,29,122
"5450",242164,46825440,29,147
"5451",242164,46825440,29,122
"5452",242164,46825440,29,147
"5453",180741,46826880,126,138
"5454",180740,46827060,126,134
"5455",218756,46829700,98,54
"5456",114911,46835580,139,130
"5457",237128,46835640,44,95
"5458",212050,46838880,54,98
"5459",212050,46838880,54,98
"5460",86692,46842720,96,96
"5461",10802,46844220,126,140
"5462",109077,46844220,126,140
"5463",180737,46844220,126,140
"5464",239744,46845720,22,44
"5465",247511,46845720,22,44
"5466",247510,46846080,22,6
"5467",248348,46846800,6,22
"5468",212047,46847880,54,98
"5469",212047,46847880,54,117
"5470",242162,46848060,29,139
"5471",242162,46848060,29,130
"5472",242162,46848060,29,130
"5473",114909,46848540,139,29
"5474",242771,46848540,139,29
"5475",248855,46848780,13,126
"5476",247509,46849560,22,6
"5477",114752,46850100,139,82
"5478",180736,46851000,126,138
"5479",247508,46851120,22,6
"5480",248346,46854420,6,22
"5481",109076,46855320,92,140
"5482",103695,46855560,140,92
"5483",103694,46855620,140,92
"5484",103693,46856820,140,126
"5485",103693,46856820,140,13
"5486",103693,46856820,140,138
"5487",103693,46856820,140,134
"5488",109075,46857360,126,13
"5489",109075,46857360,126,138
"5490",109075,46857360,126,140
"5491",109075,46857360,126,134
"5492",180731,46857360,126,13
"5493",180731,46857360,126,138
"5494",180731,46857360,126,140
"5495",180731,46857360,126,134
"5496",212033,46942680,54,98
"5497",212031,46943520,54,98
"5498",95756,47027760,64,38
"5499",39066,47044440,106,111
"5500",218743,47086320,98,54
"5501",83111,47089620,21,21
"5502",197936,47089680,78,104
"5503",197936,47089680,78,104
"5504",384526,47090400,35,99
"5505",35147,47092440,98,91
"5506",35147,47092440,98,54
"5507",35147,47092440,98,91
"5508",35147,47092440,98,91
"5509",35147,47092440,98,54
"5510",35147,47092440,98,91
"5511",239735,47093340,95,44
"5512",212026,47093640,54,98
"5513",212026,47093640,54,98
"5514",218735,47094780,91,54
"5515",218735,47094780,91,98
"5516",218735,47094780,91,98
"5517",248345,47096580,6,22
"5518",218725,47099340,98,54
"5519",212018,47100780,54,54
"5520",212018,47100780,54,54
"5521",247506,47101680,22,6
"5522",180729,47102160,126,138
"5523",212017,47102640,54,117
"5524",212017,47102640,54,98
"5525",114759,47104320,139,111
"5526",218722,47105640,98,54
"5527",218727,47106060,139,54
"5528",218715,47107620,98,54
"5529",114905,47110380,139,78
"5530",248343,47111640,6,22
"5531",103678,47111700,140,89
"5532",103678,47111700,140,4
"5533",384528,47112900,35,99
